permalink	name	homepage_url	category_list	status	country_code	state_code	region	city	founded_at
/Organization/480-Biomedical	480 Biomedical	http://www.480biomedical.com	Biotechnology	operating	USA	MA	Boston	Watertown	01-01-2011
/Organization/48Domain	48domain	http://www.48domain.com	Web Design	operating	USA	GA	Atlanta	Douglasville	12-06-2014
/Organization/490-Entertainment	490 Entertainment		Entertainment|Games	operating	USA	NY	Long Island	Smithtown	01-05-1991
/Organization/4Blox	4Blox	http://www.4blox.com	Software	closed	USA	CA	SF Bay Area	San Jose	01-08-2006
/Organization/4C-Insights	4C	http://www.4cinsights.com	Analytics	operating	USA	IL	Chicago	Chicago	01-01-2011
/Organization/4Cable-Tv	4Cable TV	http://4cable.tv	Clean Technology	operating	USA	SC	Myrtle Beach	Conway	01-01-2005
/Organization/4D-Energetics	4D Energetics	http://4denergetics.com	Clean Technology|Enterprise Software	operating	USA	CA	SF Bay Area	Menlo Park	
/Organization/4D-Molecular-Therapeutics	4D Molecular Therapeutics	http://www.4dmoleculartherapeutics.com	Biotechnology	operating	USA	CA	SF Bay Area	Emeryville	01-01-2013
/Organization/4Deep	4Deep	http://4-deep.com/	Biotechnology	operating	CAN	NS	Halifax	Halifax	01-01-2008
/Organization/4Dk-Technologies	4DK Technologies	http://4dk.com	Mobile	acquired	USA	VA	"Washington, D.C."	Herndon	01-01-2005
/Organization/4Energy	4energy			operating					
/Organization/4Front-Partners	4FRONT PARTNERS		Anything Capital Intensive|Investment Management|Venture Capital	operating	USA	FL	Sarasota - Bradenton	Sarasota	
/Organization/4Front-Security	4Front Security	http://www.4frontsecurity.com		closed					
/Organization/4Home	4Home	http://www.4home.com	Automotive|Clean Energy|Cloud Computing|Internet|Software|Wireless	acquired	USA	CA	SF Bay Area	Sunnyvale	01-01-2006
/Organization/4Info	4INFO	http://www.4info.com	Ad Targeting|Big Data Analytics|Mobile Advertising	operating	USA	CA	SF Bay Area	San Mateo	08-09-2004
/Organization/4Less	4Less	http://golf4less.com.au	E-Commerce|Marketplaces	operating					01-03-2012
/Organization/4Med-Centra-Medyczne	4Med Centra Medyczne			closed					
/Organization/4Meee	4meee	http://4meee.com	E-Commerce	acquired	JPN	40	Tokyo	Tokyo	
/Organization/4Moms	4moms	http://www.4moms.com	Hardware + Software	operating	USA	PA	Pittsburgh	Pittsburgh	01-01-2005
/Organization/4Plat	4PLAT	http://www.4plat.com	Games	operating					
/Organization/4Psa	4PSA	http://www.4psa.com	Cloud Computing|Messaging|Telephony|Unifed Communications	operating	ROM	10	Bucharest	Bucharest	18-02-2002
/Organization/4Runners-Entertainment	4Runners Entertainment	http://www.4runnerspoker.com	Games	operating	GBR	H9	London	London	08-10-2014
/Organization/4S91-Com	4s91.com	http://yxb.4s91.com/	Mobile	operating	CHN	30	Guangzhou	Guangzhou	01-03-2011
/Organization/4Sc	4SC	http://www.4sc.de/	Human Resources|Recruiting|Social Recruiting	operating	DEU	2	DEU - Other	Planegg	
/Organization/4Scotty-Gmbh	4Scotty GmbH	http://www.4scotty.com	Information Technology|Recruiting|Services	operating	DEU	16	Berlin	Berlin	01-09-2014
/Organization/4Screens	4screens	http://4screens.net/		operating					
/Organization/4Soils	4Soils	http://www.4soils.com	Apps|Education|Kids|Religion	operating	USA	CA	SF Bay Area	Stanford	01-01-2012
/Organization/4Tech	4Tech		Biotechnology	operating	USA	MA	Boston	Waltham	01-01-2011
/Organization/4Tell-Solutions	4tell Solutions	http://www.4tellsolutions.com/	Financial Services|Information Technology|Optimization|Technology	operating					
/Organization/4Th-Aspect	4th aspect	http://www.4thaspect.com	Advertising|Software	operating	GBR	N5	Sunderland Bridge	Sunderland Bridge	10-03-2010
/Organization/4Th-Office	4th Office	https://www.4thoffice.com	Office Space	operating	GBR				
/Organization/4Thetable	4theTable	http://www.4thetable.com		operating					01-06-2014
/Organization/4Tiitoo	4tiitoo GmbH	http://www.4tiitoo.com	3D Technology|Augmented Reality|Computers|Computer Vision|Enterprise Software|Human Computer Interaction|Mobile|Predictive Analytics|Software|Speech Recognition|Tablets|User Experience Design	operating	DEU	2	Munich	Munich	10-12-2013
/Organization/4Urspace	4URSPACE	http://www.4urspace.com	Real Estate|Retail|Service Providers	operating	USA	NY	New York City	New York	24-01-2013
/Organization/4Vets	4vets	http://4vets.com.br	Pets	operating	BRA	2	Sao Paulo	SÃ£o Paulo	01-08-2013
/Organization/4Wave	4wave	http://www.4waveinc.com/	Technology	operating	USA	VA	Norfolk - Virginia Beach	Virginia Beach	
/Organization/4X4-Aviation	4x4 Aviation	http://www.4x4aviation.com/	Aerospace	operating	GBR	G5	Kent	Kent	01-01-2013
/Organization/5-Cups-And-Some-Sugar	5 CUPS and some sugar	http://5cups.de	Curated Web	operating					01-01-2012
/Organization/5-Examples	5 examples	http://5examples.com	Software	operating	USA	NC	Raleigh	Morrisville	01-01-2004
/Organization/5-Million-Shoppers	5 Million Shoppers	http://5mshoppers.com/	Internet|Mobile	operating	USA	TX	Dallas	Dallas	
/Organization/5-Minutes	5 Minutes		Games	operating	CHN	23	Shanghai	Shanghai	
/Organization/5-Oclock-Records	ChartRequest	http://www.chartrequest.com	Software	operating	USA	NY	New York City	New York	01-01-2012
/Organization/5-Screens-Media	5 Screens Media	http://www.5screensmedia.com/	Business Services	operating					28-10-2013
/Organization/5-Star-Mobile	5 Star Mobile	http://www.5starmobiles.com/	Consumer Electronics|Mobile Devices	operating	USA	FL	Ft. Lauderdale	Fort Lauderdale	23-07-2013
/Organization/5-Star-Quarterback	5 Star Quarterback	http://www.5starquarterback.com	Sports	operating	USA	RI	Providence	Johnston	01-08-2011
/Organization/5-Stars-Vacation-Rentals	5 Stars Vacation Rentals		Real Estate|Travel	operating	USA	SC	Myrtle Beach	North Myrtle Beach	12-07-2014
/Organization/50-Cubes	50 Cubes	http://www.50cubes.com	Fashion|Online Gaming|Social Games|Women	operating	USA	CA	SF Bay Area	San Francisco	
/Organization/50-Partners	50 Partners	http://www.50partners.fr	Finance|Incubators|Venture Capital	operating	FRA	A8	Paris	Paris	01-07-2012
/Organization/500-Luchadores	500 Luchadores		Online Shopping|Services	operating	USA	CA	SF Bay Area	Mountain View	
/Organization/500Friends	500Friends	http://www.500Friends.com	E-Commerce|Enterprise Software|Loyalty Programs|Social Media	acquired	USA	CA	SF Bay Area	San Francisco	01-01-2010
/Organization/500Indies	500Indies	http://www.500indies.com	Distribution|Film Distribution|Marketplaces|Media	operating					15-08-2014
/Organization/500Px	500px	http://500px.com	Apps|Internet|Photography|Promotional|Sales and Marketing	operating	CAN	ON	Toronto	Toronto	01-10-2009
/Organization/500Shops	500Shops	http://500shops.com	E-Commerce|Online Shopping|Software	operating	NGA	5	Lagos	Yaba	
/Organization/51-Auto	51 Auto	http://www.51auto.cn	Automotive	closed					
/Organization/51-Com	51.com	http://51.com	Software	operating	CHN	23	Shanghai	Shanghai	01-01-2005
/Organization/51-Give	51 Give	http://www.51give.org	Carbon|Environmental Innovation|Green|Nonprofits	operating	CHN	22	Beijing	Beijing	01-09-2007
/Organization/51-Qiangzuo	51 Qiangzuo	http://www.51qiangzuo.com/		operating					
/Organization/5151Tuan	5151tuan	http://www.5151tuan.com/	Real Estate	operating	CHN				01-01-2009
/Organization/5173-Com	5173.com	http://5173.com	E-Commerce	operating	CHN	2	CHN - Other	Jinhua	01-11-2002
/Organization/51Credit-Com	51credit.com	http://www.51credit.com	Finance	operating	CHN	22	Beijing	Beijing	
/Organization/51Cto	51CTO	http://www.51cto.com/		operating	CHN	22	Beijing	Beijing	
/Organization/51Edj	51edj	http://www.51edj.com	E-Commerce	operating	CHN	22	Beijing	Beijing	
/Organization/51Edu	51edu	http://www.51edu.com/	Education	operating	CHN	22	Beijing	Beijing	01-01-2001
/Organization/51Hejia-Com	51hejia.com	http://51hejia.com	Curated Web	operating	CHN	23	Shanghai	Shanghai	
/Organization/51Intern-Com-2	51intern.com Ã¨â€¹Â±Ã¨â€¦Â¾Ã§Â½â€˜	http://www.51intern.com	Career Management|Human Resources|Search|SNS|Social Media|Universities	operating	CHN	23	Shanghai	Shanghai	18-05-2010
/Organization/51Talk	51Talk	http://www.51talk.com	Education	operating	CHN	22	Beijing	Beijing	01-01-2011
/Organization/51Tour	51tour	http://www.51tour.com/	Leisure|Tourism|Travel	operating	CHN	22	Beijing	Beijing	
/Organization/51Wan	51wan	http://www.51wan.com	Games	operating	CHN	22	Beijing	Beijing	01-08-2007
/Organization/51Wofang-Æ— Å¿§Æˆ‘Æˆ¿	51wofang æ— å¿§æˆ‘æˆ¿	http://www.51wofang.com		closed					01-01-2014
/Organization/51Yongche	51yongche	http://51yche.com	Android|Mobile|Software	operating	CHN	22	Beijing	Beijing	01-12-2013
/Organization/51Zhangdan	51Zhangdan	http://www.51zhangdan.com/index.html	Internet	operating	CHN	2	Hangzhou	Hangzhou	
/Organization/5211Game	5211game	http://www.5211game.com	Games	operating	CHN	23	Shanghai	Shanghai	
/Organization/525J-Com-Cn	525j.com.cn	http://www.525j.com.cn	Manufacturing	operating					01-01-2003
/Organization/52Masterworks	52masterworks	https://www.52masterworks.com	Art|Creative|Creative Industries	operating	DEU	2	Munich	Munich	12-11-2013
/Organization/556-Fitness	556 Fitness			operating	USA	MD	MD - Other	Waldorf	15-06-2009
/Organization/55Social	55social	http://55social.com	Software	operating					14-07-2011
/Organization/55Tuan-Com	55tuan.com	http://www.55tuan.com	E-Commerce	operating	CHN	22	Beijing	Beijing	15-03-2010
/Organization/56-Com	56.com	http://www.56.com	Photography	acquired	CHN	30	Guangzhou	Guangzhou	01-04-2005
/Organization/58-Com	58.com	http://www.58.com	Curated Web|Internet|Software	ipo	CHN	19	CHN - Other	Chaoyang	01-01-2005
/Organization/58Daojia	58 Daojia	http://daojia.58.com/	Consumer Internet	operating					01-09-2014
/Organization/591Wed	591wed	http://591wed.com	Curated Web	operating	CHN	22	Beijing	Beijing	
/Organization/59Saniye	59Saniye	http://www.59saniye.com/	Video	operating					01-01-2012
/Organization/59Sec-2	59sec	https://www.59sec.com	Advertising|Lead Management|Sales and Marketing	closed					22-08-2015
/Organization/5App	5app	http://5app.com/	Mobile|Software|Web Design|Web Development	operating	GBR	H9	London	London	01-01-2011
/Organization/5Barz-International	5BARz International	http://www.5barz.com	Mobile|Technology|Wireless	ipo	USA	WA	Seattle	Seattle	01-01-2008
/Organization/5By	5by	http://www.5by.com	Apps|Photography|Photo Sharing	acquired	USA	CA	SF Bay Area	San Francisco	01-01-2012
/Organization/5Dpnp	5DPnP		3D|Digital Media|Graphics|Printing	operating					
/Organization/5Ensesinfood	5ensesinfood	https://www.facebook.com/pages/5ENSESINFOOD-SA/613329685364702	Food Processing|Services	operating					01-01-2013
/Organization/5Gig	5gig	http://www.5gig.com	Music|Ticketing|Web Development	operating	ESP	29	Madrid	Madrid	01-12-2007
/Organization/5I-Sciences	5i Sciences	http://www.5isciences.com/	Healthcare Services|Life Sciences|Medical	operating	USA	CA	San Diego	Rancho Santa Fe	
/Organization/5K-Fans	5k Fans		Software	operating	USA	CA	Los Angeles	Los Angeles	
/Organization/5M-Ventures	5M Ventures	http://www.5m-ventures.com/fr	Startups	operating	FRA	A8	Paris	Paris	
/Organization/5Min	5min Media	http://www.5minmedia.com	Education|Games|Video	acquired	USA	NY	New York City	New York	01-01-2007
/Organization/5Minutes	5minutes	http://5minutes.to	Art|Curated Web|Photography|Social Media	operating	GBR	H9	London	London	19-03-2011
/Organization/5Nine-Software	5nine Software	http://5nine.com	Information Technology|Security|Virtualization	operating	USA	NJ	Newark	Middletown	01-01-2009
/Organization/5O9	5o9	http://www.3pmobile.com	Software	operating	USA	CO	Denver	Boulder	01-01-2006
/Organization/5Rocks	5Rocks	http://www.5rocks.io	Games	acquired	KOR	11	Seoul	Seoul	18-06-2013
/Organization/5Skills	5skills	http://5skills.me	Sales and Marketing|Social Media	operating					
/Organization/5Th-Avenue-Media	5th Avenue Media	http://5thavemedia.com	Advertising|Digital Media|Distribution|Social Media	operating	USA	NY	New York City	New York	04-07-2012
/Organization/5Th-Finger	5th Finger	http://www.5thFinger.com	Mobile	acquired	USA	CA	SF Bay Area	San Francisco	01-01-2008
/Organization/5Th-Planet-Games	5th Planet Games	http://5thplanetgames.com	Games|Mobile|Mobile Games|Online Gaming	operating	USA	CA	Sacramento	Roseville	01-01-2009
/Organization/5To1	5to1	http://www.5to1.com	Advertising|Internet|Internet Marketing	acquired	USA	WA	Seattle	Seattle	01-01-2009
/Organization/60Frames-Entertainment	60Frames Entertainment	http://60frames.com/		closed	USA	CA	Los Angeles	Beverly Hills	
/Organization/60Mo	60mo	http://60mo.com	Accounting|Business Development|Finance|Software|Web Development	acquired	GBR	U8	Edinburgh	Edinburgh	01-06-2009
/Organization/64-Pixels	64 Pixels	http://64px.com	Browser Extensions|Curated Web|Social Media	operating	USA	CA	SF Bay Area	Mountain View	01-10-2010
/Organization/640-Labs	640 Labs	http://www.640labs.com/	Software	acquired	USA	IL	Chicago	Chicago	01-01-2013
/Organization/66-Com	66. com	http://www.66good.com	Real Estate	operating					
/Organization/6Apt	6APT	http://www.6apt.com/	EdTech|Education	operating	CHN	22	Beijing	Beijing	
/Organization/6Connect	6connect	http://www.6connect.net	Web Hosting	operating	USA	CA	SF Bay Area	San Francisco	01-01-2009
/Organization/6Cube	6Qube	http://www.6qube.com/	Information Services|Information Technology|Internet Marketing|SEO	operating	USA	TX	Austin	Cedar Park	01-01-2009
/Organization/6D-Global-Technologies	6D Global Technologies	http://www.6dglobal.com	Services	ipo	USA	NY	New York City	New York	
/Organization/6Degrees	6degrees	http://www.get6degrees.com	Apps|Contact Management|Software	operating	SGP		Singapore	Singapore	01-06-2013
/Organization/6Ep	6EP	http://6ep.co.uk/		operating	GBR	H3	Leeds	Leeds	
/Organization/6Fusion	6fusion	http://www.6fusion.com	Enterprise Software	operating	USA	NC	Raleigh	Raleigh	01-01-2008
/Organization/6N-Silicon	6N Silicon	http://www.6nsilicon.com	Concentrated Solar Power|Manufacturing|Solar	acquired	CAN	ON	Toronto	Vaughan	01-01-2006
/Organization/6Px	6px	https://6px.io	Cloud Computing|Cloud Data Services|Developer APIs|PaaS	operating	USA	CO	Denver	Boulder	01-07-2013
/Organization/6Renyou-Com	6renyou.com	http://www.6renyou.com	Mobile	operating	CHN	22	Beijing	Beijing	01-06-2013
/Organization/6Rooms	6Rooms	http://www.6.cn	Photography	operating	CHN				
/Organization/6Scan	6Scan	http://6scan.com	Security	operating	ISR	5	Tel Aviv	Tel Aviv	01-01-2011
/Organization/6Sense	6sense	http://www.6sense.com	B2B|Predictive Analytics|Sales and Marketing	operating	USA	CA	SF Bay Area	San Francisco	01-01-2013
/Organization/6Sensor-Labs	6SensorLabs	http://www.6sensorlabs.com/	Health and Wellness|Specialty Foods	operating	USA	CA	SF Bay Area	San Francisco	01-10-2013
/Organization/6Sicuro-It	6sicuro.it	http://6sicuro.it	Finance	operating	ITA	9	Milan	Milan	
/Organization/6Th-Sense-Analytics	6th Sense Analytics	http://www.sixthsenseanalytics.com	Software	acquired	USA	NC	Raleigh	Morrisville	01-01-2004
/Organization/6Th-Wave-Innovations-Corporation	6th Wave Innovations Corporation	http://6wic.com/	Nanotechnology	operating	USA	MD	Baltimore	Arnold	03-07-2013
/Organization/6Tribes	6Tribes	http://6tribes.com/	Social Network Media	operating	GBR	H9	London	London	01-01-2014
/Organization/6Wunderkinder	6Wunderkinder / Wunderlist	https://www.wunderlist.com/home	Android|Apps|Cloud Computing|Collaboration|Email|Finance|Home & Garden|Internet|iOS|iPad|iPhone|Mac|Productivity Software|Software|Synchronization|Task Management|Web Development	acquired	DEU				01-09-2010
/Organization/7-Billion-People	7 Billion People	http://www.7bpeople.com	Analytics|E-Commerce|Software	closed	USA	TX	Austin	Austin	01-01-2006
/Organization/7-Bites	7-bites	http://7-bites.com	Enterprise Software	operating	JPN				
/Organization/7-Cups-Of-Tea	7 Cups of Tea	http://www.7cups.com	Health and Wellness|Health Care|Health Services Industry	operating	USA	VA	Norfolk - Virginia Beach	Virginia Beach	01-01-2013
/Organization/7-Elements-Studios	7 Elements Studios	http://www.7elementsstudios.com	Development Platforms|Games|Online Gaming	operating	ISR	5	Tel Aviv	Tel Aviv	
/Organization/7-Oaks-Pharmaceutical	7 Oaks Pharmaceutical	http://bensalhprx.com	Biotechnology	operating	USA	SC	Greenville - Spartanburg	Easley	01-01-1997
/Organization/7-Star-Entertainment	7 Star Entertainment	http://www.7starent.com	Games	operating	USA	FL	Ft. Lauderdale	Pompano Beach	
/Organization/700Bike	700Bike	http://www.700bike.com/	Bicycles|Communities	operating	CHN	22	Beijing	Beijing	01-01-2012
/Organization/71Lbs	71lbs	http://71lbs.com	Analytics|Network Security|Shipping|Small and Medium Businesses|Startups	operating	USA	FL	Ft. Lauderdale	Fort Lauderdale	03-03-2011
/Organization/720	720Â°	http://720.fi	Analytics|Health and Wellness|Predictive Analytics	operating	FIN	13	Helsinki	Espoo	01-01-2012
/Organization/72798-Com	72798.com	http://www.72798.com	E-Commerce	operating	CHN	22	Beijing	Beijing	03-06-2011
/Organization/72Lux	Shoppable	http://www.Shoppable.com/	Advertising|Consumers|E-Commerce|Mobile Commerce|Retail|SaaS|Software	operating	USA	NY	New York City	New York	01-11-2011
/Organization/72Xuan	72xuan	http://www.72xuan.com/	Manufacturing	operating					
/Organization/77-Pieces	77 Pieces	http://www.77-pieces.com	Curated Web	closed	NZL	G2	Wellington	Wellington	25-05-2010
/Organization/777-Davis	777 Davis		Technology	operating	USA	CA	SF Bay Area	San Leandro	01-01-2011
/Organization/79-Group	79 Group	http://www.79group.com/	Manufacturing	operating	USA	TX	Houston	Pearland	01-04-2012
/Organization/7Ac-Technologies	7AC Technologies	http://7actech.com	Clean Technology	operating	USA	MA	Boston	Beverly	01-01-2009
/Organization/7Billionideas	7billionideas	http://www.7billionideas.com	Social Media	operating	GBR	G7	Surbiton	Surbiton	01-01-2011
/Organization/7Digital	7digital	http://about.7digital.com	Content Creators|Content Delivery|Licensing|Music|Music Services|Technology	acquired	GBR	H9	London	London	01-01-2004
/Organization/7Dnei-Net	7dnei.net	https://7dnei.net/	Broadcasting|Business Services|Training	operating					02-02-2015
/Organization/7Fgame	7fgame	http://www.7fgame.com	Games	operating	CHN	23	Shanghai	Shanghai	01-01-2006
/Organization/7K7K-Com	7k7k.com	http://www.7k7k.com	Games	operating	CHN	22	Beijing	Beijing	01-01-2003
/Organization/7Mb-Technologies	7mb Technologies		Software	operating	USA	WA	Seattle	Seattle	01-01-2013
/Organization/7Park-Data	7Park Data	http://7parkdata.com	Analytics|B2B|Big Data|Business Intelligence|Enterprises|Enterprise Software|Finance|Mobile|SaaS	operating	USA	NY	New York City	New York	01-01-2012
/Organization/7Signal-Solutions	7signal Solutions	http://7signal.com	Web Hosting	operating	USA	OH	Akron - Canton	Akron	01-01-2006
/Organization/7Summits	7Summits	http://www.7summitsagency.com	Brand Marketing|Communities|Consulting|Semantic Search|SEO	operating	USA	WI	Milwaukee	Milwaukee	01-04-2009
/Organization/7Tm-Pharma	7TM Pharma		Biotechnology|Diabetes|Therapeutics	operating					
/Organization/7Write	7write	http://7write.com	Publishing	operating	NLD	7	Amsterdam	Amsterdam	01-03-2013
/Organization/8-50-Sports	850 Sports News Digest	http://850sportsapp.com/	Apps	operating	GBR	H9	London	London	
/Organization/8-Inc	8 Inc.	http://www.weare8.com	Design|Internet|Shared Services	operating	USA	NY	New York City	New York	01-03-2013
/Organization/8-Securities-Limited	8 Securities	http://www.8securities.com	Finance Technology|FinTech|Mobile|Personal Finance|Technology|Wealth Management	operating	HKG		Hong Kong	Hong Kong	21-05-2012
/Organization/80-20-Solutions	80/20 Solutions	http://www.8020solutions.com	Advertising|Email|Loyalty Programs|Mobile|SaaS|Sales and Marketing|Social Media|Software	closed	CAN	ON	Toronto	Toronto	
/Organization/80-Degrees-West	80 Degrees West	http://80dwid.com	Home Decor|Interior Design|Internet	operating	USA	PA	Pittsburgh	Pittsburgh	
/Organization/800-Com	800.COM	http://www.800.com/	Services	operating	USA	OR	"Portland, Oregon"	Portland	
/Organization/800App	800APP	http://www.800app.com	Networking|Software|Web Hosting	operating	CHN	22	Beijing	Beijing	04-05-2004
/Organization/800Razors	800razors	http://www.800razors.com	E-Commerce	operating	USA	MD	"Washington, D.C."	Southern Md Facility	01-01-2012
/Organization/8020Publishing	8020 Media	http://www.8020media.com	Curated Web|News|Photography|Publishing	operating	USA	CA	SF Bay Area	San Francisco	01-06-2006
/Organization/8020Select	8020select	http://8020select.com	Crowdsourcing|Design|Graphics	operating	USA	PA	Pittsburgh	Pittsburgh	
/Organization/80Th-Street-Residence-Facc-Fund-I	80th Street Residence FACC Fund I		Health and Wellness	operating	USA	CA	Anaheim	Newport Beach	01-01-2011
/Organization/818-Sports-Entertainment	818 Sports & Entertainment	http://www.818se.com/	Digital Entertainment|Entertainment|Sports	operating	USA	NY	New York City	New York	01-01-2012
/Organization/8218-West-Third	8218 West Third		Beauty|Fashion|Service Providers	operating	USA	CA	Los Angeles	Los Angeles	
/Organization/88-Famibio	88 Famibio			closed					
/Organization/8868	8868	http://www.8868.cn	E-Commerce|Games	operating	CHN				01-01-2012
/Organization/88Tc88	88tc88	http://88tc88.com	Mobile	operating					
/Organization/89-Bits-Entertainment-Studio	89 Bits Entertainment Studio	http://www.89bits.es	Entertainment|Games|Media	operating	ESP	27	Logrono	LogroÃ±o	
/Organization/8Aweek	8aweek	http://8aweek.com	Curated Web|Task Management	closed					01-01-2008
/Organization/8Bit-2	8bit	http://www.get8bit.com	Advertising|Content Discovery	operating	GBR	H9	London	London	01-02-2013
/Organization/8Digits	8digits	http://www.8digits.com	Analytics|Big Data|E-Commerce|Marketing Automation|Sales and Marketing	operating	TUR	34	Istanbul	Istanbul	03-01-2012
/Organization/8Dworld	8D World	http://www.8dworld.com/English/Home.html	Games|Virtual Worlds	closed	USA	MA	Boston	Woburn	
/Organization/8Eighty-Wear	8eighty Wear	http://www.8eightywear.com/	Fashion	operating	USA	NY	New York City	New York	15-03-2012
/Organization/8Fit-Fitness-For-The-Rest-Of-Us	8fit - Fitness for the rest of us	http://8fit.com	Exercise|Fitness|Tracking	operating	USA	CA	SF Bay Area	Palo Alto	01-03-2014
/Organization/8Hands	8hands	http://www.8hands.com	Messaging|Public Relations|Social Media	closed	ISR				
/Organization/8I	8i	http://8i.com/	3D	operating					01-05-2014
/Organization/8Minutenergy-Renewables	8minutenergy Renewables	http://8minutenergy.com	Clean Technology	operating	USA	CA	Sacramento	Folsom	
/Organization/8Packs	8packs	http://www.8packs.com	Sports|Technology	operating	SGP				02-02-2014
/Organization/8Th-Story	8th Story	http://www.8thstory.com	E-Commerce|Fashion|Lifestyle|Retail	operating	USA	CA	Los Angeles	Los Angeles	01-01-2013
/Organization/8Tracks	8tracks Radio	http://www.8tracks.com	Music	operating	USA	CA	SF Bay Area	San Francisco	08-08-2008
/Organization/8Trip	8Trip	http://8trip.cn	Travel	operating	CHN	4	Shanghai	Suzhou	01-01-2011
/Organization/8Villages	8villages	http://www.8villages.com	Analytics|Apps|Big Data|E-Commerce|Education|Enterprise Software|Internet of Things|Media|Mobile|Payments|SaaS|Social Media	operating	SGP		Singapore	Singapore	28-11-2013
/Organization/8Wood	8WOOD	http://www.8wood.id	Fashion	operating	IDN				13-02-2013
/Organization/8X8-Inc	8x8 Inc	https://www.8x8.com	Contact Centers|Telecommunications|Unifed Communications|Video Conferencing	ipo	USA	CA	SF Bay Area	San Jose	01-01-1987
/Organization/9-Plus-Studio	9+ Program	http://www.9plus.us	Consulting	operating	USA	CA	SF Bay Area	Menlo Park	01-01-2013
/Organization/908-Devices	908 Devices	http://908devices.com	Manufacturing	operating	USA	MA	Boston	Boston	01-01-2012
/Organization/909C	909c	http://www.909c.fr/	Apps|Publishing|Social Media|Social Media Marketing	closed					01-01-2010
/Organization/90Min	90min	http://www.90min.com	Media|News|Publishing|Soccer|Sports	operating	GBR	H9	London	London	01-01-2011
/Organization/90Sec-Technologies	90sec Technologies	http://www.90sec.me	Apps|Consumer Electronics|Mobile|Social Media|Television|Weddings	operating	ISR	5	Tel Aviv	Tel Aviv	30-06-2013
/Organization/91-Boyuan-Wireles	91 Boyuan Wireles	http://dev.91.com	Mobile	operating	CHN	3	Fuzhou Shi	Fuzhou Shi	
/Organization/91-Golf	91 Golf	http://www.91golf.com	Mobile	operating	CHN	24	CHN - Other	Jincheng	
/Organization/91-Wireless	91 Wireless	http://www.91.com	Mobile	acquired	CHN	3	Fuzhou Shi	Fuzhou Shi	01-09-2010
/Organization/911-Pets	911 Pets	http://911pets.us/		operating	USA	TX	Dallas	Dallas	28-12-2013
/Organization/911-View	911 View			operating	USA	TN	Chattanooga	Chattanooga	
/Organization/915-Labs-Llc	915 Labs LLC	http://www.915labs.com	Food Processing	operating	USA	CO	Denver	Denver	01-01-2014
/Organization/9158-Julur-Com	9158 Julur.com	http://www.9158.com/	Social Media	operating	CHN	22	Beijing	Beijing	
/Organization/91App	91App	http://91app.com	Application Platforms|Development Platforms|Mass Customization	operating	CHN	4	Taiwan	Taiwan	
/Organization/91Datong-Com	91datong.com	http://www.91datong.com/	Finance	operating	CHN	22	Beijing	Beijing	
/Organization/91Jinrong	91JinRong	http://91jinrong.com	Curated Web|Finance	operating	CHN	22	Beijing	Beijing	
/Organization/91Mobiles	91Mobiles	http://www.91mobiles.com	Mobile	operating	IND	10	New Delhi	Gurgaon	01-01-2010
/Organization/955-Dreams	Applauze	http://applauze.com	Mobile|Publishing	operating	USA	CA	SF Bay Area	Mountain View	01-11-2010
/Organization/99-Co	99.co	http://www.99.co	Local Businesses	operating	SGP		Singapore	Singapore	08-01-2014
/Organization/99-Fahrenheit	99 Fahrenheit		Finance	closed	ITA	9	Milan	Milan	01-10-2011
/Organization/99Bill	99Bill	http://www.99bill.com	E-Commerce|Payments	acquired	CHN	23	Shanghai	Shanghai	01-01-2005
/Organization/99Chairs	99chairs	http://www.99chairs.com/	Interior Design|Internet|Services	operating	DEU	16	Berlin	Berlin	31-03-2014
/Organization/99Cloud	99cloud	http://99cloud.net/en/		operating	CHN	23	Shanghai	Shanghai	
/Organization/99Degrees-Custom	99degrees Custom	http://www.99degreescustom.com	E-Commerce Platforms|Manufacturing|Material Science	operating	USA	MA	Boston	Lawrence	
/Organization/99Designs	99designs	http://99designs.com	Crowdsourcing|Design|Marketplaces|Online Shopping	operating	USA	CA	SF Bay Area	Oakland	01-02-2008
/Organization/99Dresses	99dresses	http://99dresses.com	Fashion|File Sharing	closed	AUS	2	Sydney	Sydney	01-01-2010
/Organization/99Drones	99DRONES	http://www.99drones.com/	Brand Marketing|Internet Marketing|Social Network Media	operating	NLD	9	Utrecht	Amersfoort	01-01-2014
/Organization/99Gamers	99Gamers	http://www.99gamers.com	E-Commerce|Trading|Video Games	operating	USA	CA	SF Bay Area	Mountain View	01-06-2012
/Organization/99Games-Online-Private-Limited	99Games Online Private Limited	http://www.99games.in	Games	operating	IND	19	Udupi	Udupi	01-01-2008
/Organization/99Inn-Cc	99inn.cc	http://www.99inn.cc/	Automotive	operating	CHN	23	Shanghai	Shanghai	
/Organization/99Jobs	99jobs	http://www.99jobs.com	Big Data|Big Data Analytics|Enterprise Software|Human Resources|Recruiting|SaaS|Social Network Media|Social Recruiting	operating	BRA	2	Sao Paulo	SÃ£o Paulo	09-06-2013
/Organization/99Motos	99motos	http://www.99motos.com	Apps|Logistics|Postal and Courier Services	operating	BRA	27	Sao Paulo	SÃ£o Paulo	01-10-2013
/Organization/99Presents	99Presents	http://www.99presents.com	E-Commerce|Social Commerce	operating	IND	9	Vadodara	Vadodara	20-03-2012
